loan_id,customer_id,product_type,default_flag,days_to_default,default_month,total_amount_paid,total_amount_pending,recovery_amount,closure_date,write_off_flag
LOAN0009177,CUST000499,SME Loan,0,,,480772.92,0.0,0.0,2024-11-30,0
LOAN0009178,CUST007055,Personal Loan,0,,,355994.1,0.0,0.0,2023-10-21,0
LOAN0009179,CUST004129,Personal Loan,0,,,524256.32,0.0,0.0,2024-03-16,0
LOAN0009180,CUST003075,Personal Loan,0,,,444774.48,0.0,0.0,2025-11-18,0
LOAN0009181,CUST001552,BNPL,0,,,27314.01,0.0,0.0,2024-04-30,0
LOAN0009182,CUST008409,Personal Loan,0,,,158973.45,0.0,0.0,2024-10-28,0
LOAN0009183,CUST000647,Personal Loan,0,,,577912.0,0.0,0.0,2024-10-31,0
LOAN0009184,CUST002902,Personal Loan,0,,,317459.16,0.0,0.0,2024-07-06,0
LOAN0009185,CUST003066,BNPL,1,60.0,2.0,4827.99,33365.01,10101.51,2023-09-01,1
LOAN0009186,CUST001619,Personal Loan,0,,,187789.14,0.0,0.0,2026-08-21,0
LOAN0009187,CUST005087,Personal Loan,0,,,603952.47,0.0,0.0,2026-02-24,0
LOAN0009188,CUST000122,Education Loan,0,,,900633.4,0.0,0.0,2024-03-03,0
LOAN0009189,CUST003013,Personal Loan,1,90.0,3.0,13676.4,104497.6,32696.28,2022-11-27,1
LOAN0009190,CUST009337,Personal Loan,1,90.0,3.0,36704.92,355450.08,124458.18,2023-11-28,1
LOAN0009191,CUST003108,Personal Loan,0,,,402375.82,0.0,0.0,2025-04-30,0
LOAN0009192,CUST003604,BNPL,1,120.0,4.0,21127.8,6387.2,1427.27,2023-05-30,1
LOAN0009193,CUST004729,SME Loan,0,,,695648.48,0.0,0.0,2025-04-17,0
LOAN0009194,CUST005625,Personal Loan,0,,,135455.58,0.0,0.0,2024-07-07,0
LOAN0009195,CUST008101,Education Loan,1,60.0,2.0,16920.79,604002.21,87479.85,2024-01-28,1
LOAN0009196,CUST001912,Education Loan,0,,,646877.5,0.0,0.0,2026-01-07,0
LOAN0009197,CUST008729,BNPL,0,,,37054.54,0.0,0.0,2023-06-12,0
LOAN0009198,CUST007586,SME Loan,0,,,782896.2,0.0,0.0,2025-02-28,0
LOAN0009199,CUST007241,Education Loan,0,,,238730.86,0.0,0.0,2027-05-19,0
LOAN0009200,CUST000875,Personal Loan,0,,,274883.58,0.0,0.0,2024-09-19,0
LOAN0009201,CUST000225,BNPL,0,,,39635.1,0.0,0.0,2024-03-25,0
LOAN0009202,CUST005952,Personal Loan,0,,,46555.6,0.0,0.0,2025-07-28,0
LOAN0009203,CUST008644,Personal Loan,0,,,357493.68,0.0,0.0,2025-03-28,0
LOAN0009204,CUST005859,Personal Loan,0,,,298872.08,0.0,0.0,2024-03-11,0
LOAN0009205,CUST002137,Personal Loan,0,,,607387.77,0.0,0.0,2026-02-12,0
LOAN0009206,CUST000915,Personal Loan,0,,,570130.86,0.0,0.0,2026-02-03,0
LOAN0009207,CUST007017,SME Loan,0,,,729294.0,0.0,0.0,2026-05-18,0
LOAN0009208,CUST007233,Personal Loan,1,210.0,7.0,93632.16,261341.84,72272.1,2023-10-22,1
LOAN0009209,CUST001737,Personal Loan,0,,,500664.45,0.0,0.0,2024-07-24,0
LOAN0009210,CUST000290,BNPL,0,,,23528.79,0.0,0.0,2023-03-16,0
LOAN0009211,CUST004091,Personal Loan,0,,,82864.95,0.0,0.0,2026-03-01,0
LOAN0009212,CUST005840,BNPL,0,,,47312.72,0.0,0.0,2023-12-20,0
LOAN0009213,CUST007078,Personal Loan,0,,,419850.69,0.0,0.0,2023-10-18,0
LOAN0009214,CUST008113,SME Loan,0,,,309081.0,0.0,0.0,2024-11-15,0
LOAN0009215,CUST006118,SME Loan,1,150.0,5.0,46615.64,174434.36,26519.71,2024-05-24,1
LOAN0009216,CUST001123,Education Loan,1,180.0,6.0,52394.45,117827.55,17963.04,2024-06-04,1
LOAN0009217,CUST006842,Personal Loan,1,180.0,6.0,114249.5,237295.5,34233.84,2023-11-07,1
LOAN0009218,CUST009838,Personal Loan,0,,,453210.6,0.0,0.0,2024-05-06,0
LOAN0009219,CUST009066,Personal Loan,0,,,238624.2,0.0,0.0,2024-06-09,0
LOAN0009220,CUST008728,Personal Loan,0,,,575871.36,0.0,0.0,2026-01-05,0
LOAN0009221,CUST003024,BNPL,0,,,32724.44,0.0,0.0,2024-02-04,0
LOAN0009222,CUST007523,Personal Loan,0,,,627975.12,0.0,0.0,2025-12-30,0
LOAN0009223,CUST008525,Personal Loan,1,210.0,7.0,115029.96,358092.04,53299.98,2024-04-30,1
LOAN0009224,CUST006797,SME Loan,0,,,415976.87,0.0,0.0,2026-01-10,0
LOAN0009225,CUST002508,SME Loan,0,,,90056.61,0.0,0.0,2025-06-18,0
LOAN0009226,CUST009540,Personal Loan,0,,,400910.4,0.0,0.0,2024-04-02,0
LOAN0009227,CUST004505,Personal Loan,0,,,219951.09,0.0,0.0,2023-11-08,0
LOAN0009228,CUST001311,Personal Loan,1,210.0,7.0,29106.06,93396.94,30634.26,2024-02-29,1
LOAN0009229,CUST001110,SME Loan,0,,,415143.6,0.0,0.0,2025-12-22,0
LOAN0009230,CUST006483,BNPL,0,,,9330.0,0.0,0.0,2024-01-05,0
LOAN0009231,CUST004376,BNPL,1,60.0,2.0,8342.18,48261.82,12809.29,2023-10-02,1
LOAN0009232,CUST000956,Personal Loan,0,,,272627.08,0.0,0.0,2025-09-09,0
LOAN0009233,CUST007420,SME Loan,1,150.0,5.0,195418.52,289886.48,60669.7,2023-10-22,1
LOAN0009234,CUST008007,Personal Loan,0,,,305397.44,0.0,0.0,2025-09-25,0
LOAN0009235,CUST007272,SME Loan,1,150.0,5.0,69255.16,110460.84,42535.26,2024-04-01,1
LOAN0009236,CUST002027,Personal Loan,0,,,475581.76,0.0,0.0,2023-12-12,0
LOAN0009237,CUST006919,Personal Loan,0,,,89976.24,0.0,0.0,2026-09-04,0
LOAN0009238,CUST000110,BNPL,0,,,51766.0,0.0,0.0,2023-09-16,0
LOAN0009239,CUST003052,BNPL,1,60.0,2.0,21506.53,20905.47,8323.82,2023-12-10,1
LOAN0009240,CUST003996,Personal Loan,0,,,50830.5,0.0,0.0,2024-06-05,0
LOAN0009241,CUST008366,Personal Loan,0,,,586468.08,0.0,0.0,2024-11-06,0
LOAN0009242,CUST003907,Personal Loan,0,,,545820.31,0.0,0.0,2025-12-03,0
LOAN0009243,CUST000117,Education Loan,0,,,916651.06,0.0,0.0,2025-03-24,0
LOAN0009244,CUST003523,Personal Loan,1,120.0,4.0,4376.19,31043.81,6108.66,2024-03-21,1
LOAN0009245,CUST004997,Personal Loan,1,60.0,2.0,38294.11,268617.89,87511.22,2023-06-21,1
LOAN0009246,CUST009495,Personal Loan,1,210.0,7.0,137011.32,300111.68,44116.42,2024-07-20,1
LOAN0009247,CUST009412,Personal Loan,0,,,452837.6,0.0,0.0,2024-10-29,0
LOAN0009248,CUST001819,BNPL,0,,,25435.98,0.0,0.0,2024-02-25,0
LOAN0009249,CUST001861,Personal Loan,0,,,524345.36,0.0,0.0,2024-08-02,0
LOAN0009250,CUST001643,Personal Loan,0,,,621538.36,0.0,0.0,2026-05-03,0
LOAN0009251,CUST007901,BNPL,1,210.0,7.0,31596.06,9886.94,3398.22,2023-06-02,1
LOAN0009252,CUST000064,Personal Loan,0,,,385845.12,0.0,0.0,2026-07-26,0
LOAN0009253,CUST001283,BNPL,1,150.0,5.0,12148.56,5823.44,1575.45,2024-02-05,1
LOAN0009254,CUST005385,BNPL,0,,,54904.4,0.0,0.0,2023-07-31,0
LOAN0009255,CUST002479,Personal Loan,0,,,321195.2,0.0,0.0,2025-01-14,0
LOAN0009256,CUST000933,SME Loan,0,,,204934.56,0.0,0.0,2025-02-14,0
LOAN0009257,CUST003599,Personal Loan,0,,,159464.91,0.0,0.0,2026-01-18,0
LOAN0009258,CUST002745,Personal Loan,0,,,166875.25,0.0,0.0,2025-06-21,0
LOAN0009259,CUST005117,Personal Loan,1,90.0,3.0,82436.24,318882.76,61872.45,2024-03-29,1
LOAN0009260,CUST009793,Personal Loan,0,,,80520.16,0.0,0.0,2024-03-07,0
LOAN0009261,CUST001256,Personal Loan,1,60.0,2.0,1411.56,23850.44,3036.01,2023-09-16,1
LOAN0009262,CUST003732,SME Loan,0,,,595570.56,0.0,0.0,2026-03-19,0
LOAN0009263,CUST009322,Education Loan,1,180.0,6.0,80606.35,466405.65,58403.93,2024-04-22,1
LOAN0009264,CUST008783,Personal Loan,1,240.0,8.0,107306.43,172965.57,64372.19,2024-03-28,1
LOAN0009265,CUST003947,Personal Loan,0,,,382636.8,0.0,0.0,2026-03-16,0
LOAN0009266,CUST007009,BNPL,1,210.0,7.0,39579.36,11659.64,1349.1,2024-04-14,1
LOAN0009267,CUST000886,BNPL,0,,,52193.04,0.0,0.0,2024-02-11,0
LOAN0009268,CUST007143,Personal Loan,0,,,274106.97,0.0,0.0,2024-08-08,0
LOAN0009269,CUST009729,Personal Loan,0,,,101182.05,0.0,0.0,2024-01-21,0
LOAN0009270,CUST005380,Personal Loan,1,240.0,8.0,27648.81,50577.19,12792.77,2023-08-25,1
LOAN0009271,CUST004992,BNPL,1,120.0,4.0,15219.42,19188.58,2997.51,2024-04-27,1
LOAN0009272,CUST001882,BNPL,0,,,42376.4,0.0,0.0,2024-10-04,0
LOAN0009273,CUST006347,Personal Loan,0,,,422411.04,0.0,0.0,2024-12-06,0
LOAN0009274,CUST005914,Personal Loan,0,,,439758.54,0.0,0.0,2025-04-04,0
LOAN0009275,CUST006529,Personal Loan,0,,,53149.99,0.0,0.0,2025-03-25,0
LOAN0009276,CUST000269,Personal Loan,0,,,250532.04,0.0,0.0,2025-06-12,0
LOAN0009277,CUST005494,BNPL,0,,,29104.18,0.0,0.0,2024-04-04,0
LOAN0009278,CUST005961,BNPL,0,,,43261.28,0.0,0.0,2024-08-11,0
LOAN0009279,CUST002081,Personal Loan,0,,,503903.28,0.0,0.0,2024-01-13,0
LOAN0009280,CUST002088,Personal Loan,0,,,85023.0,0.0,0.0,2024-09-19,0
LOAN0009281,CUST002764,Personal Loan,0,,,227870.72,0.0,0.0,2023-05-09,0
LOAN0009282,CUST007135,Personal Loan,0,,,487006.47,0.0,0.0,2024-02-28,0
LOAN0009283,CUST006075,Personal Loan,0,,,547607.04,0.0,0.0,2025-09-12,0
LOAN0009284,CUST008469,Personal Loan,0,,,446861.9,0.0,0.0,2025-12-13,0
LOAN0009285,CUST002958,Education Loan,0,,,218472.6,0.0,0.0,2027-05-31,0
LOAN0009286,CUST009128,Personal Loan,0,,,551277.72,0.0,0.0,2024-11-23,0
LOAN0009287,CUST007453,Personal Loan,1,180.0,6.0,96239.25,264945.75,49636.83,2023-10-10,1
LOAN0009288,CUST003956,Personal Loan,0,,,238323.28,0.0,0.0,2023-04-26,0
LOAN0009289,CUST000963,Personal Loan,0,,,444082.8,0.0,0.0,2024-07-17,0
LOAN0009290,CUST002575,SME Loan,0,,,86819.58,0.0,0.0,2025-08-28,0
LOAN0009291,CUST009569,BNPL,0,,,61068.1,0.0,0.0,2024-09-01,0
LOAN0009292,CUST003106,BNPL,0,,,38038.02,0.0,0.0,2023-06-17,0
LOAN0009293,CUST003299,BNPL,1,60.0,2.0,5595.71,16245.29,4832.32,2022-10-22,1
LOAN0009294,CUST001904,Personal Loan,0,,,267831.68,0.0,0.0,2026-08-27,0
LOAN0009295,CUST008082,Personal Loan,0,,,254744.6,0.0,0.0,2025-04-14,0
LOAN0009296,CUST002758,BNPL,0,,,14024.5,0.0,0.0,2023-11-19,0
LOAN0009297,CUST003303,BNPL,0,,,29992.14,0.0,0.0,2022-11-25,0
LOAN0009298,CUST004151,BNPL,0,,,61804.4,0.0,0.0,2023-09-28,0
LOAN0009299,CUST004340,Personal Loan,0,,,481814.32,0.0,0.0,2024-11-10,0
LOAN0009300,CUST004122,Personal Loan,0,,,140209.38,0.0,0.0,2024-12-20,0
LOAN0009301,CUST005044,Personal Loan,0,,,437123.38,0.0,0.0,2025-10-14,0
LOAN0009302,CUST008159,Personal Loan,0,,,600288.03,0.0,0.0,2024-08-26,0
LOAN0009303,CUST008209,Personal Loan,0,,,284605.12,0.0,0.0,2025-04-25,0
LOAN0009304,CUST007998,Personal Loan,0,,,399076.6,0.0,0.0,2024-02-25,0
LOAN0009305,CUST001021,SME Loan,0,,,130032.96,0.0,0.0,2024-06-07,0
LOAN0009306,CUST008011,Education Loan,0,,,987347.14,0.0,0.0,2026-02-22,0
LOAN0009307,CUST001216,Personal Loan,0,,,456520.56,0.0,0.0,2024-01-29,0
LOAN0009308,CUST001260,Personal Loan,0,,,139924.41,0.0,0.0,2025-08-15,0
LOAN0009309,CUST009483,Personal Loan,0,,,411021.12,0.0,0.0,2026-08-15,0
LOAN0009310,CUST008210,Personal Loan,0,,,95708.3,0.0,0.0,2026-10-17,0
LOAN0009311,CUST005530,Personal Loan,0,,,265011.6,0.0,0.0,2025-11-17,0
LOAN0009312,CUST008762,Personal Loan,0,,,125068.16,0.0,0.0,2024-08-19,0
LOAN0009313,CUST009891,Personal Loan,0,,,382785.36,0.0,0.0,2024-11-09,0
LOAN0009314,CUST006119,SME Loan,1,210.0,7.0,53676.48,106648.52,20710.32,2023-12-15,1
LOAN0009315,CUST006142,BNPL,0,,,3745.76,0.0,0.0,2024-04-17,0
LOAN0009316,CUST007556,Personal Loan,0,,,170622.72,0.0,0.0,2025-11-14,0
LOAN0009317,CUST002329,Personal Loan,0,,,453586.59,0.0,0.0,2024-04-02,0
LOAN0009318,CUST001682,SME Loan,1,180.0,6.0,173241.25,262402.75,95949.59,2023-11-18,1
LOAN0009319,CUST007607,BNPL,0,,,16523.1,0.0,0.0,2024-03-23,0
LOAN0009320,CUST003448,Personal Loan,0,,,76395.52,0.0,0.0,2026-08-19,0
LOAN0009321,CUST001363,SME Loan,0,,,275305.17,0.0,0.0,2025-07-25,0
LOAN0009322,CUST003150,BNPL,1,150.0,5.0,47900.25,0.0,0.0,2024-05-21,1
LOAN0009323,CUST003587,BNPL,0,,,40630.23,0.0,0.0,2023-07-25,0
LOAN0009324,CUST009654,Personal Loan,0,,,444859.42,0.0,0.0,2026-05-11,0
LOAN0009325,CUST007000,Personal Loan,0,,,364656.96,0.0,0.0,2026-01-16,0
LOAN0009326,CUST005313,SME Loan,0,,,651801.26,0.0,0.0,2025-07-27,0
LOAN0009327,CUST009690,Education Loan,0,,,286753.11,0.0,0.0,2024-02-12,0
LOAN0009328,CUST009040,BNPL,1,240.0,8.0,12303.48,1563.52,200.17,2023-11-26,1
LOAN0009329,CUST005126,SME Loan,0,,,725832.59,0.0,0.0,2025-03-03,0
LOAN0009330,CUST009066,Personal Loan,0,,,540842.2,0.0,0.0,2024-07-09,0
LOAN0009331,CUST004049,BNPL,0,,,3562.89,0.0,0.0,2023-10-08,0
LOAN0009332,CUST002311,Personal Loan,0,,,67529.54,0.0,0.0,2024-02-24,0
LOAN0009333,CUST002334,Personal Loan,0,,,474564.3,0.0,0.0,2023-12-09,0
LOAN0009334,CUST006630,Personal Loan,0,,,248496.54,0.0,0.0,2024-01-25,0
LOAN0009335,CUST005019,BNPL,1,60.0,2.0,5000.03,43990.97,8039.34,2024-01-23,1
LOAN0009336,CUST006598,Personal Loan,0,,,544840.56,0.0,0.0,2025-03-24,0
LOAN0009337,CUST006879,Personal Loan,0,,,218473.08,0.0,0.0,2026-03-01,0
LOAN0009338,CUST000232,Personal Loan,0,,,119891.61,0.0,0.0,2024-09-24,0
LOAN0009339,CUST000548,SME Loan,0,,,575434.08,0.0,0.0,2023-06-04,0
LOAN0009340,CUST005333,Personal Loan,0,,,359369.85,0.0,0.0,2025-09-04,0
LOAN0009341,CUST001918,BNPL,0,,,15735.42,0.0,0.0,2023-06-28,0
LOAN0009342,CUST006334,Personal Loan,0,,,582068.7,0.0,0.0,2025-05-19,0
LOAN0009343,CUST005527,BNPL,0,,,46930.48,0.0,0.0,2024-02-07,0
LOAN0009344,CUST005871,BNPL,1,120.0,4.0,22226.16,29386.84,3438.11,2023-12-22,1
LOAN0009345,CUST003027,SME Loan,1,120.0,4.0,82947.48,474171.52,133872.53,2024-02-28,1
LOAN0009346,CUST006407,Personal Loan,0,,,575696.1,0.0,0.0,2025-08-29,0
LOAN0009347,CUST008309,BNPL,0,,,6985.53,0.0,0.0,2024-08-07,0
LOAN0009348,CUST009980,Personal Loan,1,180.0,6.0,69483.65,242647.35,26952.47,2023-10-20,1
LOAN0009349,CUST008395,Personal Loan,0,,,410184.6,0.0,0.0,2023-05-14,0
LOAN0009350,CUST005584,SME Loan,1,60.0,2.0,3566.51,71220.49,26674.53,2023-11-18,1
LOAN0009351,CUST001939,Personal Loan,0,,,270303.78,0.0,0.0,2026-04-14,0
LOAN0009352,CUST006829,Personal Loan,0,,,538455.68,0.0,0.0,2024-06-22,0
LOAN0009353,CUST009378,BNPL,1,90.0,3.0,20926.32,30280.68,10604.69,2023-12-10,1
LOAN0009354,CUST002124,Personal Loan,0,,,503871.3,0.0,0.0,2025-12-03,0
LOAN0009355,CUST002564,Personal Loan,1,210.0,7.0,5653.38,18779.62,7004.61,2023-04-20,1
LOAN0009356,CUST001501,BNPL,0,,,23861.79,0.0,0.0,2024-07-31,0
LOAN0009357,CUST007384,Personal Loan,0,,,180005.36,0.0,0.0,2024-05-04,0
LOAN0009358,CUST004074,Personal Loan,0,,,405342.6,0.0,0.0,2025-07-06,0
LOAN0009359,CUST000634,Personal Loan,0,,,404870.75,0.0,0.0,2025-08-05,0
LOAN0009360,CUST008762,BNPL,0,,,56903.7,0.0,0.0,2024-05-27,0
LOAN0009361,CUST005585,BNPL,0,,,51796.2,0.0,0.0,2024-06-03,0
LOAN0009362,CUST003311,Personal Loan,0,,,130335.94,0.0,0.0,2025-10-07,0
LOAN0009363,CUST003438,Personal Loan,1,180.0,6.0,161095.75,300064.25,119428.38,2023-05-19,1
LOAN0009364,CUST002905,Personal Loan,1,180.0,6.0,149077.45,340414.55,109625.7,2023-09-13,1
LOAN0009365,CUST004551,Personal Loan,0,,,240075.36,0.0,0.0,2024-11-08,0
LOAN0009366,CUST003366,SME Loan,0,,,523709.31,0.0,0.0,2025-07-20,0
LOAN0009367,CUST005487,Personal Loan,0,,,601430.48,0.0,0.0,2025-06-18,0
LOAN0009368,CUST007744,Personal Loan,0,,,120117.8,0.0,0.0,2024-10-30,0
LOAN0009369,CUST006756,Personal Loan,0,,,164254.2,0.0,0.0,2023-04-06,0
LOAN0009370,CUST002948,Personal Loan,0,,,524775.04,0.0,0.0,2026-07-19,0
LOAN0009371,CUST005294,BNPL,0,,,58952.5,0.0,0.0,2023-09-06,0
LOAN0009372,CUST008410,BNPL,0,,,61401.27,0.0,0.0,2024-02-07,0
LOAN0009373,CUST000690,Personal Loan,0,,,96662.61,0.0,0.0,2026-05-13,0
LOAN0009374,CUST000792,Personal Loan,0,,,92169.22,0.0,0.0,2024-09-07,0
LOAN0009375,CUST005570,SME Loan,0,,,290521.84,0.0,0.0,2025-02-03,0
LOAN0009376,CUST006398,BNPL,0,,,42239.67,0.0,0.0,2024-03-25,0
LOAN0009377,CUST002119,Personal Loan,0,,,484093.47,0.0,0.0,2024-02-28,0
LOAN0009378,CUST007467,Education Loan,1,150.0,5.0,81219.8,287898.2,75675.05,2023-10-22,1
LOAN0009379,CUST006471,Personal Loan,0,,,67881.25,0.0,0.0,2025-12-09,0
LOAN0009380,CUST009236,Personal Loan,0,,,497495.32,0.0,0.0,2025-12-14,0
LOAN0009381,CUST001700,BNPL,0,,,40282.8,0.0,0.0,2024-08-19,0
LOAN0009382,CUST007527,Personal Loan,1,60.0,2.0,32002.15,414196.85,157452.89,2023-12-02,1
LOAN0009383,CUST000844,SME Loan,0,,,111091.92,0.0,0.0,2025-12-09,0
LOAN0009384,CUST005662,SME Loan,0,,,774003.2,0.0,0.0,2026-08-08,0
LOAN0009385,CUST005525,Personal Loan,0,,,87112.44,0.0,0.0,2026-09-11,0
LOAN0009386,CUST003889,Personal Loan,0,,,113944.25,0.0,0.0,2026-03-26,0
LOAN0009387,CUST008455,SME Loan,1,90.0,3.0,38416.98,248652.02,46692.37,2024-02-23,1
LOAN0009388,CUST000046,Personal Loan,0,,,115704.94,0.0,0.0,2024-04-16,0
LOAN0009389,CUST005209,Education Loan,0,,,210317.2,0.0,0.0,2025-12-28,0
LOAN0009390,CUST002177,Personal Loan,0,,,551156.94,0.0,0.0,2025-01-31,0
LOAN0009391,CUST007451,BNPL,0,,,9648.3,0.0,0.0,2024-02-24,0
LOAN0009392,CUST000436,Personal Loan,0,,,234450.0,0.0,0.0,2024-11-28,0
LOAN0009393,CUST008330,Personal Loan,0,,,69724.5,0.0,0.0,2025-10-04,0
LOAN0009394,CUST008391,SME Loan,0,,,358935.67,0.0,0.0,2026-06-24,0
LOAN0009395,CUST008341,BNPL,0,,,2065.63,0.0,0.0,2024-05-25,0
LOAN0009396,CUST001537,BNPL,0,,,34856.64,0.0,0.0,2024-06-26,0
LOAN0009397,CUST006315,BNPL,0,,,14854.8,0.0,0.0,2023-12-02,0
LOAN0009398,CUST000152,BNPL,0,,,42754.2,0.0,0.0,2023-07-06,0
LOAN0009399,CUST008493,Personal Loan,1,180.0,6.0,40509.35,119442.65,32454.77,2024-01-28,1
LOAN0009400,CUST007245,BNPL,0,,,26424.72,0.0,0.0,2023-12-30,0
LOAN0009401,CUST005316,Personal Loan,0,,,513828.16,0.0,0.0,2025-12-09,0
LOAN0009402,CUST007325,Personal Loan,0,,,622170.72,0.0,0.0,2026-04-11,0
LOAN0009403,CUST000954,Personal Loan,0,,,131838.56,0.0,0.0,2025-06-12,0
LOAN0009404,CUST005292,BNPL,0,,,56427.66,0.0,0.0,2024-03-29,0
LOAN0009405,CUST002917,Personal Loan,0,,,223940.92,0.0,0.0,2026-01-23,0
LOAN0009406,CUST009726,SME Loan,0,,,121852.7,0.0,0.0,2024-05-05,0
LOAN0009407,CUST008584,Personal Loan,0,,,418237.92,0.0,0.0,2025-01-13,0
LOAN0009408,CUST007351,Personal Loan,0,,,427407.05,0.0,0.0,2026-07-08,0
LOAN0009409,CUST009339,BNPL,1,210.0,7.0,16956.57,0.0,0.0,2023-10-03,1
LOAN0009410,CUST003464,Personal Loan,0,,,164836.2,0.0,0.0,2024-04-12,0
LOAN0009411,CUST009018,Education Loan,0,,,167815.56,0.0,0.0,2024-03-25,0
LOAN0009412,CUST003253,Personal Loan,0,,,222604.2,0.0,0.0,2025-04-11,0
LOAN0009413,CUST007347,BNPL,0,,,55250.24,0.0,0.0,2024-06-17,0
LOAN0009414,CUST007380,Personal Loan,0,,,453026.25,0.0,0.0,2025-03-23,0
LOAN0009415,CUST000192,Education Loan,1,210.0,7.0,70267.74,294084.26,80630.11,2024-03-15,1
LOAN0009416,CUST003612,Personal Loan,0,,,147182.88,0.0,0.0,2025-12-23,0
LOAN0009417,CUST000204,Education Loan,0,,,770520.19,0.0,0.0,2025-10-14,0
LOAN0009418,CUST009969,Personal Loan,0,,,202523.44,0.0,0.0,2023-10-10,0
LOAN0009419,CUST001236,Personal Loan,1,60.0,2.0,23636.34,412499.66,79929.14,2024-01-07,1
LOAN0009420,CUST005433,BNPL,0,,,40255.76,0.0,0.0,2024-07-13,0
LOAN0009421,CUST007919,Personal Loan,0,,,314250.02,0.0,0.0,2025-01-09,0
LOAN0009422,CUST002017,BNPL,0,,,30104.1,0.0,0.0,2023-08-13,0
LOAN0009423,CUST004857,BNPL,0,,,16630.5,0.0,0.0,2024-02-06,0
LOAN0009424,CUST006086,Personal Loan,0,,,250431.93,0.0,0.0,2024-07-14,0
LOAN0009425,CUST001613,Personal Loan,0,,,97788.33,0.0,0.0,2026-01-03,0
LOAN0009426,CUST007794,SME Loan,1,120.0,4.0,201179.76,354189.24,101933.38,2024-01-02,1
LOAN0009427,CUST002996,Education Loan,0,,,538630.32,0.0,0.0,2024-06-21,0
LOAN0009428,CUST002115,BNPL,0,,,50850.36,0.0,0.0,2024-06-26,0
LOAN0009429,CUST005590,Personal Loan,0,,,49285.88,0.0,0.0,2025-01-22,0
LOAN0009430,CUST004111,Personal Loan,0,,,496608.42,0.0,0.0,2026-09-08,0
LOAN0009431,CUST009207,Personal Loan,1,90.0,3.0,47283.12,232621.88,41587.83,2023-08-03,1
LOAN0009432,CUST008812,BNPL,0,,,39733.44,0.0,0.0,2024-03-05,0
LOAN0009433,CUST004838,BNPL,0,,,14968.0,0.0,0.0,2024-08-24,0
LOAN0009434,CUST003594,BNPL,1,120.0,4.0,25990.14,33011.86,10223.09,2024-04-21,1
LOAN0009435,CUST003256,Personal Loan,1,60.0,2.0,7122.09,101207.91,30310.59,2023-03-18,1
LOAN0009436,CUST002677,Personal Loan,1,60.0,2.0,37634.42,320092.58,61687.69,2023-03-25,1
LOAN0009437,CUST005452,Personal Loan,0,,,60019.5,0.0,0.0,2023-11-23,0
LOAN0009438,CUST008065,SME Loan,0,,,89297.28,0.0,0.0,2025-08-31,0
LOAN0009439,CUST003110,SME Loan,0,,,75273.0,0.0,0.0,2025-06-04,0
LOAN0009440,CUST001909,BNPL,0,,,4888.74,0.0,0.0,2023-10-10,0
LOAN0009441,CUST004753,BNPL,0,,,17101.8,0.0,0.0,2023-03-15,0
LOAN0009442,CUST000698,BNPL,0,,,2381.4,0.0,0.0,2024-05-31,0
LOAN0009443,CUST007033,Personal Loan,1,150.0,5.0,92343.04,255438.96,38287.57,2024-05-04,1
LOAN0009444,CUST005191,Personal Loan,0,,,130082.31,0.0,0.0,2024-09-05,0
LOAN0009445,CUST004971,Personal Loan,0,,,165480.0,0.0,0.0,2026-02-03,0
LOAN0009446,CUST003008,BNPL,0,,,41875.5,0.0,0.0,2023-08-12,0
LOAN0009447,CUST009056,SME Loan,0,,,642716.52,0.0,0.0,2024-04-13,0
LOAN0009448,CUST000914,Personal Loan,0,,,542689.98,0.0,0.0,2025-08-28,0
LOAN0009449,CUST008710,Personal Loan,0,,,154261.4,0.0,0.0,2025-03-09,0
LOAN0009450,CUST003771,Personal Loan,1,90.0,3.0,122421.38,282861.62,84520.48,2024-01-07,1
LOAN0009451,CUST008817,BNPL,0,,,34248.6,0.0,0.0,2024-05-21,0
LOAN0009452,CUST007306,SME Loan,1,90.0,3.0,75849.12,523899.88,95963.78,2023-07-30,1
LOAN0009453,CUST001054,BNPL,0,,,51497.73,0.0,0.0,2023-11-12,0
LOAN0009454,CUST008330,Personal Loan,0,,,51947.6,0.0,0.0,2024-01-31,0
LOAN0009455,CUST006837,BNPL,0,,,43310.04,0.0,0.0,2023-11-02,0
LOAN0009456,CUST000329,Personal Loan,0,,,77900.2,0.0,0.0,2024-07-25,0
LOAN0009457,CUST001350,Personal Loan,0,,,247401.96,0.0,0.0,2026-02-07,0
LOAN0009458,CUST006364,Personal Loan,0,,,193914.5,0.0,0.0,2023-12-20,0
LOAN0009459,CUST006633,SME Loan,0,,,445010.51,0.0,0.0,2026-02-02,0
LOAN0009460,CUST007481,BNPL,0,,,29250.8,0.0,0.0,2024-07-03,0
LOAN0009461,CUST007216,Personal Loan,1,120.0,4.0,16008.03,53049.97,12688.98,2023-05-25,1
LOAN0009462,CUST006603,BNPL,0,,,31350.8,0.0,0.0,2024-06-17,0
LOAN0009463,CUST007671,Personal Loan,0,,,409209.8,0.0,0.0,2024-09-25,0
LOAN0009464,CUST005761,Personal Loan,0,,,604056.4,0.0,0.0,2025-08-10,0
LOAN0009465,CUST002612,BNPL,0,,,47166.91,0.0,0.0,2024-03-14,0
LOAN0009466,CUST009131,BNPL,0,,,53501.4,0.0,0.0,2024-10-31,0
LOAN0009467,CUST000190,Personal Loan,0,,,94766.21,0.0,0.0,2024-10-06,0
